Ensembl ID#,S2-013-1,S2-013-2,S2-013-3,S2-LM7AA-1,S2-LM7AA-2,S2-LM7AA-3,Suit2-1,Suit2-2,Suit2-3,Suit2-OE-1,Suit2-OE-2,Suit2-OE-3
ENSG00000260167.1,10,7,20,10,10,13,7,4,5,5,2,19
ENSG00000260170.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260171.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260172.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260173.1,29,30,17,3,2,4,6,5,6,12,6,11
ENSG00000260174.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260176.1,12,18,15,4,12,13,5,5,5,8,5,11
ENSG00000260177.1,0,0,1,0,1,0,0,0,1,1,0,0
ENSG00000260179.1,12,14,20,6,18,7,9,5,3,8,8,11
ENSG00000260182.1,3,1,0,0,0,0,0,0,0,0,0,0
ENSG00000260183.1,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000260184.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260185.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000260186.5,4,0,3,1,2,4,1,0,0,5,0,3
ENSG00000260187.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260188.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260190.1,12,10,12,6,7,5,4,2,4,11,5,5
ENSG00000260192.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260193.1,20,22,20,10,16,7,11,10,2,11,14,21
ENSG00000260194.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260196.1,195,180,179,200,412,252,302,309,211,220,247,338
ENSG00000260197.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260198.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260201.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260202.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260205.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260206.1,0,0,0,0,0,1,0,2,0,0,0,1
ENSG00000260207.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260209.1,2,1,4,0,3,1,1,0,2,2,6,3
ENSG00000260211.2,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000260212.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260213.6,10,5,3,1,4,5,0,3,0,4,1,1
ENSG00000260217.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260218.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260219.2,37,29,24,56,85,78,30,27,18,25,59,63
ENSG00000260220.6,12,18,5,10,0,2,5,7,1,11,22,6
ENSG00000260221.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260223.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260224.1,0,0,1,0,0,0,1,0,1,0,0,2
ENSG00000260228.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260229.1,0,0,0,1,3,0,0,0,0,1,0,0
ENSG00000260230.3,0,0,0,0,0,2,0,0,2,0,0,0
ENSG00000260231.2,82,83,81,36,94,75,23,31,22,36,45,34
ENSG00000260232.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260233.3,45,39,52,36,75,46,38,37,17,56,36,76
ENSG00000260234.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260235.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260236.1,31,21,22,33,46,41,31,30,10,24,21,52
ENSG00000260237.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260238.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260239.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260240.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260242.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260244.1,17,20,19,5,16,6,31,21,19,10,24,12
ENSG00000260246.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260247.1,5,2,2,2,6,4,1,8,2,2,1,8
ENSG00000260249.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260251.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260252.1,1,5,3,1,5,3,0,0,4,1,0,0
ENSG00000260253.1,3,5,4,6,8,6,4,2,0,0,1,7
ENSG00000260254.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260255.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260256.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260257.2,97,93,163,89,216,172,77,120,28,74,82,146
ENSG00000260258.2,0,1,0,0,1,0,0,0,0,0,1,2
ENSG00000260259.1,18,7,18,11,20,15,9,8,9,21,13,25
ENSG00000260260.1,382,301,535,213,476,413,185,185,84,193,237,429
ENSG00000260261.2,41,64,56,27,90,44,34,28,16,48,48,70
ENSG00000260262.1,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000260264.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260265.1,0,0,0,4,2,1,0,0,0,1,1,0
ENSG00000260266.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260267.1,89,63,53,46,97,53,46,37,29,42,71,89
ENSG00000260268.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260269.5,23,11,9,4,11,10,6,3,5,10,8,6
ENSG00000260271.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260272.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260273.1,24,18,28,7,28,14,13,14,9,9,20,12
ENSG00000260274.1,30,27,20,9,10,11,19,15,8,16,23,29
ENSG00000260275.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260276.2,32,30,24,15,43,24,18,8,18,20,24,27
ENSG00000260277.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260278.1,7,0,5,5,9,5,4,1,1,2,3,7
ENSG00000260279.4,59,43,40,25,95,23,21,12,7,26,35,33
ENSG00000260280.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260281.6,1,2,3,3,1,0,1,4,0,1,4,4
ENSG00000260282.1,1,1,0,0,0,0,1,0,0,1,0,0
ENSG00000260284.1,12,3,11,2,4,2,7,16,15,11,13,15
ENSG00000260285.1,101,112,99,60,127,74,30,28,25,58,92,94
ENSG00000260286.4,1,0,0,0,1,0,0,0,1,0,0,0
ENSG00000260287.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260288.4,5,7,11,4,0,2,5,2,1,3,1,2
ENSG00000260289.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260290.2,106,67,43,42,127,43,29,25,30,41,59,61
ENSG00000260291.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260293.2,5,12,17,10,25,13,12,12,3,12,4,17
ENSG00000260296.1,6,9,7,6,13,7,3,3,2,1,7,12
ENSG00000260298.2,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000260302.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260303.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260304.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260305.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260306.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260307.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260308.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260310.1,0,0,0,0,1,0,0,0,2,0,0,3
ENSG00000260311.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260312.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260314.3,0,4,3,0,1,3,0,2,1,3,1,0
ENSG00000260316.2,3,0,1,0,2,0,0,0,0,0,1,0
ENSG00000260317.1,9,12,3,5,11,7,3,2,0,0,6,6
ENSG00000260318.1,1,3,2,3,5,3,0,0,1,2,0,2
ENSG00000260322.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260325.2,7,3,1,3,4,1,1,1,1,6,1,6
ENSG00000260326.1,3,1,0,1,3,0,0,1,1,0,1,1
ENSG00000260327.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260328.1,83,57,62,40,89,55,57,80,42,83,107,133
ENSG00000260329.1,25,33,24,19,48,39,5,9,11,18,24,33
ENSG00000260331.1,0,0,2,0,2,0,0,0,0,0,2,3
ENSG00000260332.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260335.1,0,0,0,3,1,0,0,1,0,1,0,0
ENSG00000260337.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260338.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260339.1,3,1,3,2,5,2,5,6,3,3,5,6
ENSG00000260340.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260341.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260342.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260343.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260344.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260345.1,1,0,1,0,0,1,0,0,0,0,0,2
ENSG00000260347.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000260348.1,0,1,0,0,0,0,0,1,1,0,0,0
ENSG00000260349.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260350.1,1,1,1,0,0,1,0,1,0,0,0,1
ENSG00000260351.1,1,0,0,0,0,0,1,0,0,1,0,0
ENSG00000260352.1,11,17,6,5,20,12,6,10,5,8,14,19
ENSG00000260357.1,0,0,0,2,0,0,0,1,0,0,0,0
ENSG00000260360.1,4,1,1,7,5,7,1,1,2,1,9,5
ENSG00000260361.1,3,4,3,4,7,8,5,4,1,10,5,6
ENSG00000260362.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260364.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260366.1,0,0,0,1,0,0,0,1,1,2,0,0
ENSG00000260367.2,9,5,6,6,23,8,11,5,5,8,8,8
ENSG00000260368.1,2,7,8,7,16,10,9,9,3,8,8,15
ENSG00000260369.2,27,24,25,6,15,5,9,6,4,7,8,8
ENSG00000260370.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260371.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260372.7,5,2,4,1,1,0,0,0,0,0,1,1
ENSG00000260375.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260377.1,0,0,0,0,0,0,1,0,0,0,1,0
ENSG00000260378.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260379.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260381.2,1,0,3,1,3,1,0,2,0,0,0,3
ENSG00000260382.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260385.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260386.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260387.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260388.2,4,4,8,14,32,15,9,2,5,5,15,14
ENSG00000260389.1,0,0,0,0,0,1,0,3,0,0,1,3
ENSG00000260390.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260391.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260392.6,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000260393.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260394.2,2,5,6,5,4,2,0,0,1,0,2,4
ENSG00000260395.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260398.1,0,0,0,10,34,20,13,6,7,7,18,13
ENSG00000260399.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260400.1,3,8,0,2,4,4,0,0,0,0,6,4
ENSG00000260401.1,299,218,203,51,115,125,1182,1569,1314,755,924,1262
ENSG00000260402.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260403.1,0,0,0,0,1,0,0,0,0,2,0,0
ENSG00000260404.3,221,201,155,234,452,237,182,126,108,190,219,274
ENSG00000260405.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260406.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260409.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260410.2,0,1,0,0,0,0,0,0,1,0,0,4
ENSG00000260412.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260413.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260414.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260416.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000260417.1,0,1,1,0,0,0,0,0,0,1,0,0
ENSG00000260418.1,29,25,35,6,4,8,10,8,5,20,35,19
ENSG00000260419.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260420.3,4,2,1,3,1,2,1,0,2,1,0,0
ENSG00000260422.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260423.2,18,29,37,6,13,10,10,9,1,5,6,6
ENSG00000260425.1,16,7,8,7,24,10,4,6,4,13,8,8
ENSG00000260426.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260427.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260428.3,105,87,100,22,54,22,27,14,20,52,36,63
ENSG00000260430.2,4,3,3,8,7,8,10,3,2,5,1,9
ENSG00000260431.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260433.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260436.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260438.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260439.1,0,0,0,2,1,0,0,0,0,0,2,0
ENSG00000260440.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260441.5,0,0,5,3,0,0,0,1,0,0,1,1
ENSG00000260442.5,8,6,10,3,3,17,2,2,1,0,8,8
ENSG00000260443.1,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000260444.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260445.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260447.1,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000260448.6,5,10,7,3,3,1,4,2,3,2,4,2
ENSG00000260450.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260451.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260452.1,0,0,0,0,2,0,1,0,0,0,0,3
ENSG00000260454.2,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000260455.2,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000260456.6,22,24,29,9,23,32,13,3,10,19,15,30
ENSG00000260457.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260458.3,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000260459.2,5,6,2,2,3,3,4,11,5,4,8,11
ENSG00000260460.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260461.1,0,0,0,0,2,1,0,0,0,0,1,0
ENSG00000260464.1,7,7,11,2,11,6,2,4,0,5,5,3
ENSG00000260465.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260466.1,0,1,6,4,3,4,1,1,0,0,1,0
ENSG00000260467.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000260468.1,2,4,0,0,1,0,1,1,0,1,1,1
ENSG00000260469.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260470.1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000260471.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000260472.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260473.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260475.1,2,1,2,1,4,3,7,0,3,0,5,2
ENSG00000260476.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260477.8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260478.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260479.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260480.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260482.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260483.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260484.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260487.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260488.1,0,0,0,1,3,0,0,1,0,0,0,0
ENSG00000260490.2,18,4,4,2,5,4,1,4,1,7,2,8
ENSG00000260492.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260493.1,2,1,0,0,4,4,1,1,2,1,2,3
ENSG00000260494.1,0,0,1,0,1,0,0,1,0,1,0,1
ENSG00000260495.1,10,6,9,9,18,27,15,7,11,9,11,18
ENSG00000260496.3,0,0,0,0,0,0,1,0,0,0,0,2
ENSG00000260497.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260498.6,5,4,6,3,2,3,4,1,2,9,6,4
ENSG00000260500.1,1,2,1,1,1,2,0,0,2,2,1,2
ENSG00000260504.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260505.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260507.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260509.2,5,5,1,1,0,0,0,0,0,0,1,1
ENSG00000260510.1,0,0,2,0,0,1,0,0,2,3,0,0
ENSG00000260511.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260514.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260515.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260516.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260517.3,1,0,1,1,0,0,1,0,0,1,0,1
ENSG00000260518.2,1,6,4,1,4,1,1,6,1,3,4,4
ENSG00000260519.1,0,0,0,0,2,0,0,0,1,0,0,0
ENSG00000260520.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000260522.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260524.1,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260525.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260526.1,9,12,5,19,22,19,12,7,9,11,7,20
ENSG00000260528.5,3,1,3,2,2,2,0,2,0,2,4,0
ENSG00000260530.1,1,0,1,0,0,1,0,0,0,0,0,0
ENSG00000260532.1,0,0,0,1,0,0,0,0,0,1,2,0
ENSG00000260534.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260536.1,1,3,5,3,2,4,3,2,0,2,2,1
ENSG00000260537.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260538.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260540.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260541.1,0,0,1,0,0,2,0,0,0,0,1,0
ENSG00000260542.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000260545.1,4,0,0,0,1,1,0,0,0,1,0,4
ENSG00000260548.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260549.1,482,379,466,253,417,276,49,33,21,106,113,155
ENSG00000260550.2,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000260551.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260552.1,3,4,3,1,5,2,0,1,0,3,3,2
ENSG00000260555.1,2,4,1,0,1,2,2,0,0,0,1,0
ENSG00000260558.2,1,0,1,0,1,0,0,0,0,0,0,0
ENSG00000260563.3,94,86,81,49,126,47,33,46,24,42,33,74
ENSG00000260564.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260565.7,349,329,323,372,926,428,519,283,292,465,421,644
ENSG00000260566.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260568.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260569.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260570.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260571.1,4,0,3,1,0,0,1,0,1,0,5,2
ENSG00000260572.1,6,4,4,15,18,14,7,13,3,12,8,19
ENSG00000260573.4,0,0,0,9,0,0,0,0,0,0,0,0
ENSG00000260574.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260575.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260576.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260577.2,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000260578.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260579.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260580.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260581.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260582.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260583.1,10,5,6,3,4,7,2,1,1,2,2,4
ENSG00000260584.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260585.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000260586.2,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000260588.1,63,66,34,62,90,63,38,29,29,62,86,59
ENSG00000260589.1,25,31,29,16,64,31,23,13,14,13,19,34
ENSG00000260590.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260592.1,2,0,0,0,0,0,5,0,0,1,3,0
ENSG00000260593.1,0,1,0,0,0,0,0,1,0,0,0,3
ENSG00000260594.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260595.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260596.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260597.1,16,28,14,17,36,10,13,3,2,4,12,18
ENSG00000260598.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260599.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260600.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260601.1,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000260602.2,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000260604.2,17,19,10,100,235,111,48,32,37,81,141,103
ENSG00000260605.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260608.1,0,0,0,0,1,1,2,1,0,2,4,4
ENSG00000260610.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260611.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260612.1,0,1,2,2,1,1,1,0,0,2,0,0
ENSG00000260613.2,0,2,0,0,0,0,0,0,0,0,1,0
ENSG00000260615.1,1,2,4,1,2,1,1,4,1,1,1,1
ENSG00000260616.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260617.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260618.1,3,2,3,0,1,1,1,0,0,0,2,0
ENSG00000260619.1,0,0,0,0,2,0,0,0,0,1,0,0
ENSG00000260620.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260621.1,1,0,0,0,0,0,0,0,0,0,0,1
ENSG00000260622.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260624.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260625.3,1,1,2,3,1,1,0,2,0,0,4,1
ENSG00000260626.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260628.5,36,26,34,25,32,27,20,13,11,25,32,35
ENSG00000260629.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260630.7,87,122,96,42,74,65,39,41,20,45,58,88
ENSG00000260631.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260633.1,5,1,0,3,6,1,1,2,0,3,2,1
ENSG00000260634.1,0,0,1,0,0,1,0,0,0,1,0,0
ENSG00000260635.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260638.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260639.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260640.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260641.1,15,22,13,22,30,17,14,3,3,14,17,14
ENSG00000260642.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260643.2,28,30,27,13,33,11,5,3,6,14,20,24
ENSG00000260644.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260645.2,11,3,11,11,20,8,5,0,2,3,7,12
ENSG00000260646.1,7,11,5,5,8,6,2,2,3,4,7,3
ENSG00000260647.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260648.3,1,0,0,1,1,2,3,0,0,0,1,0
ENSG00000260649.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260650.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000260651.1,7,4,5,6,10,3,2,1,0,1,4,3
ENSG00000260653.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260657.2,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000260658.6,34,33,33,41,59,37,26,13,19,29,42,30
ENSG00000260659.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260660.4,0,0,0,0,6,0,1,0,0,0,0,0
ENSG00000260661.1,2,5,5,0,1,2,2,0,0,1,1,3
ENSG00000260662.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260664.2,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000260668.1,7,2,0,5,11,7,5,2,1,2,2,5
ENSG00000260669.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260670.1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000260671.2,1,0,0,1,0,1,2,0,0,1,1,0
ENSG00000260672.1,1,0,0,0,5,0,2,1,1,0,2,2
ENSG00000260673.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260674.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260675.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260676.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260677.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260678.1,0,2,0,0,0,0,0,0,0,0,0,1
ENSG00000260679.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260680.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260681.1,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000260682.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260683.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260685.1,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000260686.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260688.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260689.2,2,0,0,1,1,0,0,0,0,0,2,0
ENSG00000260690.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260691.6,10,10,7,8,20,9,6,1,4,3,8,9
ENSG00000260693.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260694.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260695.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260698.1,1,2,5,6,3,2,1,6,1,4,2,4
ENSG00000260701.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260702.3,0,0,0,0,0,1,0,0,1,2,0,1
ENSG00000260704.1,51,38,48,211,372,279,163,124,102,268,329,342
ENSG00000260706.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260708.1,192,158,242,93,220,182,93,116,49,93,96,157
ENSG00000260710.1,8,2,6,4,7,6,8,20,8,11,12,24
